@relation training-weka.filters.supervised.instance.SMOTE-C0-K5-P4900.0-S1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.instance.SMOTE-C0-K5-P4900.0-S1-weka.filters.unsupervised.attribute.Remove-R1

@attribute FREC_DOM numeric
@attribute FREC_POS numeric
@attribute MI_CI numeric
@attribute Phenotype {damaging,neutral}

@data
23.86,2.44,108.4,neutral
23.86,32.61,76.12,neutral
6.14,0.36,51.47,neutral
19.51,1.37,2.96,neutral
11.9,14.8,73.78,neutral
1.59,0.1,110.07,neutral
9.22,15.17,68.66,neutral
10.69,14.32,61.67,neutral
5.46,0.02,123.25,neutral
17.36,1.78,63.51,neutral
1.48,0.19,126.87,neutral
23.86,2.52,48.82,neutral
5.75,0.73,41.23,neutral
9.22,2.72,33.27,neutral
8.4,24.12,78.37,neutral
1.59,46.44,50.16,neutral
0.33,0,98.91,neutral
16.21,0.39,114.01,neutral
20.79,22.15,54.62,neutral
19.49,1.05,12.3,neutral
19.49,14.32,52.49,neutral
16.97,0.02,100.05,neutral
8.93,4.43,77.55,neutral
9.53,9.4,74.72,neutral
12.81,11.99,59.49,neutral
10.31,70.28,82.28,neutral
14.8,34.07,65.49,neutral
1.67,1.74,52.77,neutral
11.92,0,99.82,neutral
23.86,7.56,50.95,neutral
8.67,4.67,65.3,neutral
31.88,11.47,121.32,neutral
25.97,12.29,130.99,neutral
12.57,40.96,97.07,neutral
12.59,0.04,99.5,neutral
0.05,0,68.85,neutral
0.05,0,80.81,neutral
1.59,3.39,61.62,neutral
5.69,9.43,1.93,neutral
21.27,0.15,124.68,neutral
0.66,1.16,121.88,neutral
25.09,31.79,116.24,neutral
17.36,5.42,41.23,neutral
10.69,5.93,85.14,neutral
20.79,35.67,75.92,neutral
5.63,7.86,52.04,neutral
12.59,7.36,58.28,neutral
23.86,3.96,81.14,neutral
11.54,3.95,69.21,neutral
5.23,0,12.21,neutral
31.88,8.11,37.92,neutral
36.72,33.61,41.74,neutral
15.96,0.24,119.42,neutral
4.22,1.45,102.07,neutral
6.11,0.55,111.83,neutral
11.35,3.86,54.81,neutral
10.65,0.7,12.02,neutral
9.22,1.04,76.03,neutral
6.14,0.78,24.56,neutral
8.86,0.02,92.87,neutral
2.73,0.62,74.22,neutral
12.28,4.55,112.6,neutral
8.86,8.18,47.94,neutral
11.54,23.76,53.56,neutral
12.81,29.49,46.59,neutral
6.78,14.89,33.46,neutral
8.93,50.47,33.58,neutral
11.31,1.62,73.08,neutral
0.66,0.02,61.43,neutral
14.8,36.3,71.25,neutral
25.97,0.85,17.93,neutral
13.64,2.91,37.47,neutral
4.02,0.56,126.16,neutral
9.22,0.02,111.58,neutral
16.97,80.99,33.87,neutral
33.81,26.66,76.12,neutral
16.07,1.69,147.15,neutral
19.49,3,113.25,neutral
1.34,27.31,63.07,neutral
10.31,0.32,99.6,neutral
0.6,0.08,24.06,neutral
4.22,0.15,40.13,neutral
10.14,0.1,19.86,neutral
6.87,0.12,162.1,neutral
14.29,1.24,62.53,neutral
23.86,13.53,119.02,neutral
12.57,2.27,55.69,neutral
15.15,6.58,53.62,neutral
2.93,0.15,56.87,neutral
9.22,1.85,62.4,neutral
4.22,8.97,75.29,neutral
7.37,2.44,60.42,neutral
31.88,2.15,111.8,neutral
18.44,5.49,62.98,neutral
14.8,0.6,47.67,neutral
15.96,25.69,94.95,neutral
8.86,5.51,65.36,neutral
10.09,0.48,78.2,neutral
31.88,0.02,99.83,neutral
15.96,32.24,91.24,neutral
23.86,11.78,69.28,neutral
15.89,7.82,27.98,neutral
12.62,17.21,115.91,neutral
1.08,0,113.71,neutral
12.59,0.77,99.42,neutral
12.15,0.38,44.32,neutral
3.81,3.57,127.91,neutral
15.96,1.84,108.9,neutral
6.53,8.99,66.1,neutral
12.85,49.86,81.72,neutral
13.64,5.27,62.72,neutral
16.15,17.46,25.56,neutral
8.67,0,110.15,neutral
2.97,0.14,132.36,neutral
31.88,1.18,113.71,neutral
23.86,3.47,108.36,neutral
14.8,1.2,29.21,neutral
14.95,3.45,78.98,neutral
2.73,3.69,84.04,neutral
15.89,2.4,112.26,neutral
9.22,1.59,50.95,neutral
23.86,12.47,111.58,neutral
0.33,0,99.55,neutral
22.67,2,53.62,neutral
9.22,0.23,64.47,neutral
31.23,17.31,43.71,neutral
12.59,5.64,69.4,neutral
2.1,0.06,101.11,neutral
5.04,16.15,34.45,neutral
36.72,7.98,110.77,neutral
6.87,0.28,99.43,neutral
7.47,0.41,111.93,neutral
3.33,0.06,125.6,neutral
9.22,58.92,59.83,neutral
12.59,21.42,30.38,neutral
9.22,4.77,81.51,neutral
16.07,5.43,100.43,neutral
0.15,0.04,128.53,neutral
23.86,66.37,35.78,neutral
23.86,2.31,124.48,neutral
23.86,7.99,36.2,neutral
6.32,0,116.27,neutral
12.15,1.09,35.21,neutral
32.31,12.36,32.09,neutral
12.59,1.89,111.33,neutral
8.99,3.47,67.55,neutral
15.37,72.53,43.13,neutral
12.15,0.56,34.15,neutral
24.58,4.68,103.06,neutral
8.86,0.16,130.27,neutral
6.78,0,98.9,neutral
6.14,4,57.89,neutral
21.27,8.67,68.68,neutral
16.15,4.31,75.88,neutral
20.79,30.88,74.7,neutral
23.86,11.96,52.71,neutral
12.59,2.4,50.14,neutral
9.22,2.4,139.03,neutral
18.44,35.85,106.97,neutral
17.36,1.78,104.84,neutral
23.65,1.82,106.95,neutral
8.86,2.39,120.88,neutral
18.44,6.09,42.42,neutral
34.56,18.99,121.47,neutral
5.33,2.28,38.99,neutral
0.41,0.06,129.18,neutral
0.47,0.02,107.84,neutral
9.08,54.9,70.49,neutral
5.31,0.04,53.43,neutral
12.59,46.38,54.37,neutral
0.51,0.02,1.51,neutral
7.1,9.19,83.11,neutral
14,0,99.71,neutral
21.86,0.54,121.36,neutral
12.59,29.51,69.22,neutral
8.79,3.68,65.13,neutral
0.76,0.31,70.52,neutral
8.93,21.07,81.94,neutral
14.8,4.57,42.68,neutral
9.08,0,147.82,neutral
24.58,24.92,119.17,neutral
1.34,0,87.63,neutral
25.09,5.35,112.96,neutral
2.7,0.12,40.51,neutral
10.69,1.5,31.24,neutral
21.86,1.37,111.77,neutral
12.15,0.37,32.86,neutral
8.18,1.4,74.83,neutral
14.8,7.78,84.72,neutral
2.11,0,96.47,neutral
1.67,16.65,76.77,neutral
8.93,3.46,101.73,neutral
12.59,0.62,127.54,neutral
18.59,1.14,74.89,neutral
14.99,4,35.46,neutral
11.92,0,73.23,neutral
12.05,8.49,105.37,neutral
31.88,50.26,82.01,neutral
11.31,27.72,42.12,neutral
31.88,0.14,135.94,neutral
2.1,0.04,42.42,neutral
1.59,0.97,35.91,neutral
6.98,1.98,74.37,neutral
12.15,8.55,93.02,neutral
24.58,5.33,106.37,neutral
23.86,3.7,129.19,neutral
19.49,2.54,75.87,neutral
14.8,0.97,72.33,neutral
11.92,0.02,95.72,neutral
12.59,0.33,134.42,neutral
1.59,1.24,44.43,neutral
9.37,17.48,64.19,neutral
3.63,0.56,75.68,neutral
10.69,0.78,48.14,neutral
0.33,0,98.41,neutral
18.44,63.03,45.59,neutral
15.15,3.8,71.56,neutral
23.86,6,41.63,neutral
10.69,11.84,57.84,neutral
5.84,1.62,51.15,neutral
13.64,3.74,103.47,neutral
15.96,20.06,60.4,neutral
14,22.59,86.25,neutral
23.86,91.04,30.44,neutral
8.67,3.74,29.21,neutral
16.21,7.37,74.44,neutral
8.79,0.41,55.01,neutral
24.58,7.68,89.78,neutral
12.59,2.27,107.66,neutral
18.44,79.48,27.58,neutral
11,0.87,68.85,neutral
16.42,9.21,124.68,neutral
9.22,2.17,85.03,neutral
12.7,0.68,112.35,neutral
14.29,2.15,34.06,neutral
33.81,0.06,99.38,neutral
16.15,1.84,102.57,neutral
16.97,3.38,69.28,neutral
7.61,0.08,99.34,neutral
12.05,1.08,152.72,neutral
36.72,4.57,59.83,neutral
19.51,1.96,124.33,neutral
21.86,18.57,95.26,neutral
21.27,16.45,91.43,neutral
1.59,0,108.68,neutral
7.68,2.01,142.04,neutral
9.22,2.15,109.46,neutral
9.22,2.19,77.05,neutral
5.75,12.74,81.17,neutral
18.58,6.94,99.77,neutral
9.42,38.35,65.89,neutral
1.59,0.68,57.14,neutral
2.61,2.13,80.09,neutral
23.86,2.89,81.41,neutral
1.59,0.02,102.59,neutral
16.07,9.14,77.48,neutral
2.66,0.85,15.53,neutral
18.44,10.6,51.15,neutral
16.15,3.23,112.98,neutral
5.75,1.37,121.58,neutral
16.07,8.93,105.48,neutral
31.23,34.33,72.58,neutral
1.48,0.15,69.02,neutral
14.8,19.44,44.49,neutral
5.75,0.21,33.1,neutral
16.07,0.14,113.18,neutral
9.22,3.78,66.79,neutral
12.15,0.79,110.46,neutral
11.92,0,118.8,neutral
12.57,30.94,29,neutral
2.1,0.12,136.48,neutral
0.3,0,62.64,neutral
23.86,0.83,50.75,neutral
3.63,7.21,71.94,neutral
3.63,7.07,98.4,neutral
23.86,12.94,113.3,neutral
0.9,0,127.07,neutral
36.72,35.45,54.97,neutral
9.22,7.84,59.84,neutral
19.51,5.58,100.93,neutral
10.69,5.62,71.87,neutral
13.64,10.99,62.64,neutral
12.59,2.18,108.08,neutral
33.81,25.25,46.33,neutral
5.75,0.68,34.6,neutral
23.86,4.62,47.69,neutral
8.79,1.8,61.43,neutral
6.4,1.92,33.45,neutral
5.63,9.52,30.38,neutral
3.63,0.08,39.64,neutral
8.93,8.2,44.71,neutral
8.79,16.92,41.74,neutral
5.04,5.26,67.51,neutral
0.41,2.04,74.87,neutral
23.86,9.28,48.58,neutral
24.66,7.29,112.26,neutral
10.14,0.67,95.99,neutral
15.96,8.56,92.71,neutral
3.79,84.92,47.93,neutral
31.88,3.79,66.4,neutral
23.86,75.84,47.96,neutral
31.23,68.11,36.39,neutral
14.8,18.34,52.61,neutral
11.43,3.7,28.74,neutral
12.57,0.97,80.23,neutral
12.81,6.28,21.93,neutral
12.81,0.79,97.52,neutral
22.67,6.62,75.92,neutral
12.57,8.34,114.95,neutral
12.59,14.77,78.17,neutral
12.59,0.02,114,neutral
9.22,1.62,91.73,neutral
9.22,11.65,76,neutral
23.86,1.18,93.38,neutral
12.15,14.97,83.82,neutral
11.8,51.09,77.55,neutral
3.33,19.81,145.13,neutral
19.51,33.55,25.63,neutral
6.78,0.02,111.97,neutral
6.93,0.04,120.36,neutral
8.79,1.7,59.83,neutral
23.86,3.55,110.46,neutral
0.39,0.24,93.73,neutral
9.42,6.94,106,neutral
5.1,0.76,100.37,neutral
10.69,18.59,27.47,neutral
15.15,2.35,112.31,neutral
16.42,12,81.86,neutral
8.79,86.2,26.14,neutral
14.95,3.88,124.55,neutral
11,1.08,100.44,neutral
9.22,0.52,85.35,neutral
12.57,17.71,152.35,neutral
16.5,6.61,124.28,neutral
23.03,0,1.47,neutral
12.57,6.52,47.39,neutral
5.63,1.61,72.42,neutral
12.59,3.47,113.03,neutral
12.15,27.46,23.68,neutral
16.07,1.38,57.14,neutral
2.01,0.04,96.42,neutral
12.59,0.81,36.29,neutral
11.97,8.63,65.34,neutral
23.86,4.11,128.68,neutral
14.8,0.66,51.88,neutral
9.22,0.83,40.84,neutral
14.8,2.62,82.91,neutral
9.42,53.38,55.66,neutral
31.88,4.35,113.85,neutral
6.78,0.06,99.57,neutral
3.76,2.77,43.86,neutral
6.7,0.12,99.34,neutral
10.65,1.37,1.93,neutral
16.07,1.68,118.3,neutral
9.22,0.86,63.27,neutral
9.22,2.7,52.71,neutral
10.12,0.81,111.78,neutral
2.58,0.51,122.59,neutral
10.69,1.74,50.7,neutral
16.49,3.73,108.62,neutral
11.31,26.4,83.99,neutral
12.28,2.92,100.02,neutral
3.79,0.02,92.85,neutral
14.8,3.67,47.4,neutral
5.63,25.6,55.13,neutral
12.57,0.81,64.14,neutral
23.86,28.37,49.13,neutral
9.22,7.06,59.32,neutral
20.78,9.37,50.7,neutral
8.63,0.15,52.54,neutral
1.48,0,52.16,neutral
15.52,4.05,109.5,neutral
5.63,16.15,55.8,neutral
14,0.12,118,neutral
31.88,0.02,77.88,neutral
14.8,14.08,65.42,neutral
1.64,1.12,18.06,neutral
23.01,53.5,92.2,neutral
15.45,24.66,101.2,neutral
0.39,0.02,99.9,neutral
0.05,0,74.62,neutral
3.25,0.19,74.49,neutral
28.08,1.08,52.39,neutral
20.79,0.1,116.52,neutral
16.07,6.84,46.01,neutral
12.59,2.39,97.79,neutral
3.49,0.06,62.72,neutral
9.02,3.24,60.8,neutral
7.68,0.23,111.76,neutral
8.93,7.57,26.54,neutral
11.58,0.29,109.97,neutral
11.58,0.81,57.14,neutral
3.81,0.7,124.43,neutral
19.51,4.41,99.01,neutral
10.69,2.27,68.65,neutral
14.8,0.31,110.15,neutral
3.1,3.78,124.14,neutral
31.88,11.47,41.9,neutral
0.37,0.02,99.77,neutral
8.79,0.73,78.47,neutral
24.58,4.81,66.63,neutral
10.69,45.23,87.34,neutral
9.37,0.85,141.29,neutral
15.96,3.03,100.54,neutral
23.86,5.06,104.74,neutral
8.86,7.45,85.09,neutral
0.76,3.45,60.53,neutral
15.96,12.91,72.06,neutral
23.86,4.56,111.23,neutral
1.67,0.06,43.7,neutral
21.06,3.42,127.54,neutral
8.86,3.61,91.73,neutral
24.58,11.83,86.11,neutral
9.41,0.06,115.48,neutral
4.22,7.16,94.46,neutral
3.94,0,99.54,neutral
14.8,0.1,47.09,neutral
12.59,0.63,141.81,neutral
8.99,4.48,47.79,neutral
5.69,0.04,12.02,neutral
0.51,0,99.83,neutral
12.59,0.02,130.59,neutral
24.58,23.78,75.99,neutral
3.13,9.3,28.74,neutral
15.96,7.74,46.96,neutral
14.8,31.4,81.86,neutral
23.86,27.66,94.62,neutral
23.86,4.59,62.4,neutral
29,39.78,51.15,neutral
19.29,0.04,99.77,neutral
9.22,10.6,83.93,neutral
11.8,18.64,98.11,neutral
12.15,1.26,25.33,neutral
5.23,0.02,115.66,neutral
23.65,8.13,139.08,neutral
5.75,1.43,63.51,neutral
21.26,0.64,86.31,neutral
9.22,0.97,102.87,neutral
12.15,3.19,81.66,neutral
17.36,8.67,95.99,neutral
0.88,0,99.77,neutral
1.59,0,128.24,neutral
14.8,6.13,126.76,neutral
21.27,23.9,71.15,neutral
0.9,0.21,26.39,neutral
24.66,15.04,109.42,neutral
9.22,0,124.48,neutral
1.03,1.33,83.61,neutral
15.96,3.92,121.47,neutral
9.82,0.08,1.7,neutral
9.22,11,99.19,neutral
8.93,9.8,42.42,neutral
23.1,89.58,44.78,neutral
6.14,0.1,103.67,neutral
10.69,1.53,64.74,neutral
9.22,2.25,81.14,neutral
14.29,17.37,90.8,neutral
23.1,1.59,48.39,neutral
8.99,28.15,86.91,neutral
8.93,5.83,52.4,neutral
38.69,0.12,99.99,neutral
8.99,2.61,64.55,neutral
5.1,0.26,39.56,neutral
6.78,1.92,68.85,neutral
23.86,6.97,52.64,neutral
5.43,0.04,99.93,neutral
15.96,4.1,101.27,neutral
24.96,3.35,64.79,neutral
12.57,5.29,37.87,neutral
23.86,21.7,79.63,neutral
8.93,0.52,115.37,neutral
9.22,1.66,81.33,neutral
5.31,26.25,99.92,neutral
1.59,0,72.06,neutral
12.15,0.69,61.1,neutral
23.01,7.42,107.01,neutral
8.71,11.93,46.59,neutral
6.53,5.73,125.4,neutral
10.69,40.3,107.82,neutral
6.53,3.04,52.74,neutral
14.8,3.94,35.21,neutral
10.69,6.07,143.71,neutral
8.67,4.48,91.28,neutral
2.73,0,137.58,neutral
6.78,3.06,50.5,neutral
5.72,0.04,99.48,neutral
5.63,0.27,104.05,neutral
14.8,5.93,26.1,neutral
3.33,0.04,159.76,neutral
9.42,1.18,120.36,neutral
12.59,0.76,121.49,neutral
16.15,7.42,108.3,neutral
23.86,8.7,70.4,neutral
0.57,0.1,99.59,neutral
1.59,0.04,95.02,neutral
5.33,17.08,39.12,neutral
9.22,0.08,122.7,neutral
15.96,5.89,52.42,neutral
23.86,3.88,46.94,neutral
10.69,5.75,95.79,neutral
13.64,0.17,89.52,neutral
8.86,4.17,97.58,neutral
6.78,0.04,15.23,neutral
14.8,3.53,56.75,neutral
0.37,0,115,neutral
21.06,2.9,35.39,neutral
10.69,2.75,30.67,neutral
19.49,5.89,99.69,neutral
1.55,0.39,47.72,neutral
2.73,5.19,54.45,neutral
7.1,8.02,3.3,neutral
8.79,23.9,50.83,neutral
8.79,5.64,41.03,neutral
1.64,7.92,47.74,neutral
0.57,0.02,99.79,neutral
15.37,1.01,84.32,neutral
6.53,7.98,54.22,neutral
14.8,4.52,95.27,neutral
11.9,1.9,72.37,neutral
8.86,2.92,81.33,neutral
9.22,7.79,35.78,neutral
5.31,1.22,122.1,neutral
11.9,60.73,50.59,neutral
6.87,0.08,101.74,neutral
19.22,5.26,114.82,neutral
5.75,4.61,66.37,neutral
9.22,1.96,55.51,neutral
20.78,25.06,31.24,neutral
1.34,0.52,76.18,neutral
12.59,2.96,46.35,neutral
1.59,0,124.68,neutral
11.58,3.23,121.93,neutral
8.79,4.61,43.49,neutral
19.22,1.54,34.77,neutral
9.82,4.5,80.1,neutral
10.69,0.43,113.12,neutral
23.86,5.43,56.97,neutral
17.36,25.35,151.05,neutral
0.57,0.21,124.88,neutral
6.78,4.62,58.28,neutral
12.57,15.91,96.13,neutral
14.8,22.79,55.04,neutral
16.42,51.66,75.33,neutral
8.79,0.87,54.49,neutral
9.42,1.92,75.61,neutral
21.27,2.4,103.63,neutral
31.23,0.79,26.21,neutral
10.04,0.74,100.32,neutral
0.88,0.02,122.67,neutral
19.49,3.86,105.71,neutral
1.64,0.04,67.37,neutral
36.72,0.69,70.94,neutral
5.75,0.3,57.96,neutral
25.97,2.67,124.8,neutral
17.36,12.68,129.52,neutral
8.67,5.74,47.74,neutral
8.63,1.42,146.44,neutral
1.59,0,122.58,neutral
9.22,15.92,67.68,neutral
3.3,0.02,100.8,neutral
23.01,20.14,75.17,neutral
9.22,0.29,117.76,neutral
2.73,0.56,41.82,neutral
17.36,0.52,131.02,neutral
4.22,0.02,99.67,neutral
6.78,0.72,106.92,neutral
1.59,0.02,94.95,neutral
5.63,2.84,43.7,neutral
31.23,8.75,67.72,neutral
1.64,0.04,129.95,neutral
14.8,6.16,64.14,neutral
0.41,0.02,105.14,neutral
8.99,1.06,68.26,neutral
0.55,0,60.84,neutral
16.15,2.15,66.78,neutral
31.23,5.16,100.38,neutral
9.28,2.91,38.18,neutral
12.59,0.22,141.41,neutral
5.31,2.42,73.78,neutral
18.44,6.58,64.91,neutral
23.65,0.76,101.95,neutral
9.22,0.37,93.13,neutral
12.28,2.77,67.57,neutral
4.22,1.33,82.01,neutral
21.82,17.91,129.7,neutral
2.11,0.04,78.27,neutral
18.58,39.49,89.64,neutral
1.59,0.02,103.59,neutral
20.79,1.84,100.44,neutral
3.79,2.96,82.36,neutral
1.78,3.2,90.69,neutral
6.78,0.72,112.96,neutral
11,53.03,19.59,neutral
21.27,5.39,83.86,neutral
14.8,46.23,57.91,neutral
8.86,17.21,37.42,neutral
8.67,6.35,43.87,neutral
18.59,2.46,52.98,neutral
5.1,6.51,36.05,neutral
18.58,0.17,25.63,neutral
21.86,2.34,100.13,neutral
8.93,8.19,29.35,neutral
21.86,0.21,97.84,neutral
5.2,61.99,31.24,neutral
8.67,0.56,51.88,neutral
5.23,3.67,105.06,neutral
12.59,8.18,62.99,neutral
16.21,1.16,47.72,neutral
11.74,0.12,133.33,neutral
5.63,1.78,90.69,neutral
12.05,12.46,34.78,neutral
11.58,0.14,99.52,neutral
12.57,15.23,61.54,neutral
8.64,0.04,131.02,neutral
9.42,0.04,44.59,neutral
18.58,2.54,77.82,neutral
36.72,0.1,119.4,neutral
12.15,0.81,78.19,neutral
1.67,0.14,58.31,neutral
31.88,25.48,89.32,neutral
14.29,60.07,57.39,neutral
15.96,62.5,79.53,neutral
0.18,0,97.78,neutral
16.07,3.09,60.74,neutral
4.93,3.49,65.84,neutral
6.7,0.06,99.48,neutral
23.86,4.48,34.42,neutral
8.67,6.63,91.68,neutral
8.67,2.18,108.75,neutral
1.59,48.28,82.62,neutral
9.42,0.02,141.83,neutral
2.97,0.04,6.44,neutral
9.96,2.69,123.84,neutral
3.63,1.48,62.4,neutral
18.58,0.1,66.01,neutral
16.42,6.59,65.49,neutral
9.22,11.66,93.43,neutral
9.22,4.55,78.24,neutral
14.8,14.57,90.82,neutral
14.8,10.05,89.47,neutral
23.86,28.99,65.36,neutral
14.8,0.66,137.18,neutral
7.13,0.04,99,neutral
4.22,0.39,98.6,neutral
3.13,2.42,41.23,neutral
6.78,2.21,74.85,neutral
9.22,0.91,72.62,neutral
19.49,25.56,109.76,neutral
9.42,19.62,45.84,neutral
34.56,1.24,111.8,neutral
15.96,3.25,138.31,neutral
24.58,4.47,91.24,neutral
8.86,0.79,104.52,neutral
9.22,0.77,71.46,neutral
9.41,1.2,83.11,neutral
31.88,5.94,102.23,neutral
16.15,5.83,48.1,neutral
11.9,0.62,50.43,neutral
24.66,5.58,56.18,neutral
9.53,9.67,57.29,neutral
18.44,4.83,39.43,neutral
17.36,6.79,44.72,neutral
10.69,0.21,15.23,neutral
2.97,0.25,124.2,neutral
23.86,8.62,125.04,neutral
22.67,1.59,41.82,neutral
0.73,0.02,118.1,neutral
12.93,45.21,101.84,neutral
23.86,7.84,68.66,neutral
8.23,8.16,42.84,neutral
11,0.68,158.35,neutral
4.02,0,83.2,neutral
14.29,0.12,129.18,neutral
17.36,20.49,105.47,neutral
7.68,33.8,94.66,neutral
31.23,19.22,111.97,neutral
6.11,15.41,51.62,neutral
0.37,0,99.74,neutral
12.57,5.24,105.02,neutral
8.79,6.94,115.43,neutral
24.58,28.34,58.54,neutral
11,14.89,60.84,neutral
4.22,1.86,37.77,neutral
4.39,0.64,117.93,neutral
8.79,6.09,109.46,neutral
14.54,4.94,59.36,neutral
23.86,12.05,115.29,neutral
12.59,4.46,32.34,neutral
4.75,0.64,96.22,neutral
5.2,0.61,91.23,neutral
0.41,0.93,89.66,neutral
8.63,1.29,57.58,neutral
23.86,21.18,136.87,neutral
5.75,1.95,28.74,neutral
12.57,0.97,118.81,neutral
1.08,0,121.9,neutral
16.97,6.92,87.63,neutral
4.02,3.81,97.48,neutral
3.37,0.31,88.83,neutral
8.79,7.05,22.06,neutral
6.78,3.63,49.13,neutral
10.69,70.9,64.63,neutral
0.57,0.02,77.19,neutral
12.81,3.33,89.33,neutral
23.86,1.89,71.94,neutral
16.42,1.63,32.8,neutral
6.78,0.54,49.14,neutral
1.59,1.4,93.06,neutral
10.65,72.53,48.09,neutral
8.86,2.15,61.61,neutral
14.8,1.92,105.02,neutral
1.67,0.08,125.52,neutral
31.23,4.48,149.83,neutral
15.96,4.97,59.74,neutral
9.22,0.4,117.82,neutral
12.15,1.16,62.53,neutral
17.36,15.99,91.5,neutral
8.63,4.43,44.15,neutral
8.18,4.57,61.25,neutral
31.88,67.94,51.05,neutral
31.88,11.18,69.04,neutral
0.3,0,119.23,neutral
12.81,9.65,31.15,neutral
4.4,1.22,99.77,neutral
1.59,0.02,107.03,neutral
11,0,98.61,neutral
10.31,39.15,75.07,neutral
5.1,0.02,99.22,neutral
3.72,9.5,61.58,neutral
11.97,0.08,124.64,neutral
11,0.09,75.37,neutral
14.29,5.94,137.09,neutral
0.33,0,108.16,neutral
2.73,1.98,82.3,neutral
9.08,1.61,87.57,neutral
24.66,50.01,89.76,neutral
19.49,7.26,57.58,neutral
12.66,56.91,94.45,neutral
12.57,4.23,55.96,neutral
9.22,0.95,103.26,neutral
4.22,0.76,86.05,neutral
8.86,1.7,59.48,neutral
2.97,0.02,120.36,neutral
32.31,25.89,40.32,neutral
6.53,3.58,86.88,neutral
1.84,0.02,57.32,neutral
12.59,3.67,110.61,neutral
14.79,3.6,142.89,neutral
11.43,51.61,41.23,neutral
11,4.16,90.9,neutral
14.79,0.95,46.14,neutral
12.15,33.24,36.98,neutral
8.01,1.24,12.02,neutral
36.72,7.18,76.18,neutral
9.53,1.02,71.87,neutral
0.5,0.04,155.82,neutral
2.98,0,93.06,neutral
10.65,59.51,47.72,neutral
0.5,0.1,133.57,neutral
15.96,7.71,66.11,neutral
11.92,6.88,21.94,neutral
16.42,0.04,153.63,neutral
6.87,0.33,116.23,neutral
11,3.05,74.7,neutral
9.22,0.17,62.68,neutral
21.27,2.23,8.32,neutral
7.1,0.17,139.69,neutral
14.8,5.59,18.4,neutral
1.59,0.04,65.26,neutral
14.8,4.69,64.39,neutral
22.67,3.35,125.52,neutral
1.67,0.06,97.72,neutral
9.53,0.21,64.74,neutral
5.31,10.94,66.17,neutral
6.14,1.73,60.4,neutral
0.21,0.02,48.09,neutral
11,15.98,133.14,neutral
8.86,9.28,76.03,neutral
1.67,1.78,46.4,neutral
2.1,0.02,120.23,neutral
3.81,0.54,108.93,neutral
14.95,0.02,122.34,neutral
24.58,15.7,66.11,neutral
20.79,0.89,119.35,neutral
9.28,3.15,12.21,neutral
12.81,1.34,135.99,neutral
14.8,2.9,91.37,neutral
21.27,5.08,61.3,neutral
9.42,1.55,48.44,neutral
9.22,11.12,90.21,neutral
4.07,0.02,132.54,neutral
4.07,0.19,66.26,neutral
0.98,0.45,60.33,neutral
8.86,1.2,102.74,neutral
9.22,7.4,47.98,neutral
14.79,0.02,99.84,neutral
17.3,0.71,88.49,neutral
9.22,3.02,59.48,neutral
8.93,1.51,124.33,neutral
14.8,3.29,111.24,neutral
33.81,80.72,40.84,neutral
8.99,12.02,78.21,neutral
14.99,11.88,49.92,neutral
11.35,0.06,99.77,neutral
2.61,0.25,121.85,neutral
16.07,2.58,99.47,neutral
6.78,4.66,31.16,neutral
8.63,3.68,105.71,neutral
9.22,0.04,125.91,neutral
8.93,3.16,136.48,neutral
12.05,0.32,94.24,neutral
33.81,20.23,90.69,neutral
29,22.01,60.6,neutral
2.01,0.06,131.64,neutral
3.94,0.02,100.36,neutral
12.15,0,107.34,neutral
3.46,0.02,121.25,neutral
8.86,6.31,70.65,neutral
12.57,0.68,68.77,neutral
9.22,0.9,39.64,neutral
12.05,1.18,13.99,neutral
6.11,0.15,99.72,neutral
23.86,5.85,122.7,neutral
23.21,4.63,44.32,neutral
23.86,10.56,55.3,neutral
31.23,40.34,118.11,neutral
19.51,0.08,140.47,neutral
19.49,1.75,99.08,neutral
4.07,0.04,90.9,neutral
4.47,0.12,121.93,neutral
31.88,0.1,113.2,neutral
16.97,3.47,78.47,neutral
31.88,1.01,98.6,neutral
20.79,1.86,65.18,neutral
1.59,0.04,72.35,neutral
9.22,3.41,97.46,neutral
6.78,2.76,36.51,neutral
9.22,3.36,37.18,neutral
8.99,3.96,93.02,neutral
8.71,6.94,87.88,neutral
14.8,0.48,116.97,neutral
33.81,23.03,53.56,neutral
12.57,3.63,59.28,neutral
19.22,0.31,64.58,neutral
0.76,0.02,43.86,neutral
9.96,3.58,128.16,neutral
9.53,2.79,54.7,neutral
5.2,0.02,85.14,neutral
16.07,4.43,118.37,neutral
8.86,1.75,84.17,neutral
14.8,52.34,68.42,neutral
12.59,7.47,103.05,neutral
23.03,5.57,58.29,neutral
9.22,13.13,125.04,neutral
6.78,0.37,3.26,neutral
23.86,5.17,88.86,neutral
11.06,49.64,63.56,neutral
16.07,40.71,76.53,neutral
11.43,0.6,34.6,neutral
10.69,6.25,74.85,neutral
1.64,0.08,42.68,neutral
11.54,0.81,129.7,neutral
18.44,9.56,105.37,neutral
23.86,28.45,66.47,neutral
11,45.47,66.26,neutral
3.33,0,102.99,neutral
2.01,0,116.19,neutral
15.89,0.84,109.42,neutral
